x,y,phi_FDM,phi_exact,error
0.0,0.4040404040404041,0.0,0.0,0.0
0.0,0.4141414141414142,0.0,0.0,0.0
0.0,0.42424242424242425,0.0,0.0,0.0
0.0,0.43434343434343436,0.0,0.0,0.0
0.0,0.4444444444444445,0.0,0.0,0.0
0.0,0.4545454545454546,0.0,0.0,0.0
0.0,0.4646464646464647,0.0,0.0,0.0
0.0,0.4747474747474748,0.0,0.0,0.0
0.0,0.48484848484848486,0.0,0.0,0.0
0.0,0.494949494949495,0.0,0.0,0.0
0.0,0.5050505050505051,-0.0,-0.0,0.0
0.0,0.5151515151515152,0.0,-0.0,0.0
0.0,0.5252525252525253,0.0,-0.0,0.0
0.0,0.5353535353535354,-0.0,-0.0,0.0
0.0,0.5454545454545455,-0.0,-0.0,0.0
0.0,0.5555555555555556,0.0,-0.0,0.0
0.0,0.5656565656565657,0.0,-0.0,0.0
0.0,0.5757575757575758,-0.0,-0.0,0.0
0.0,0.5858585858585859,-0.0,-0.0,0.0
0.0,0.595959595959596,0.0,-0.0,0.0
0.0,0.6060606060606061,0.0,-0.0,0.0
0.0,0.6161616161616162,-0.0,-0.0,0.0
0.0,0.6262626262626263,-0.0,-0.0,0.0
0.0,0.6363636363636365,0.0,-0.0,0.0
0.0,0.6464646464646465,0.0,-0.0,0.0
0.0,0.6565656565656566,-0.0,-0.0,0.0
0.0,0.6666666666666667,-0.0,-0.0,0.0
0.0,0.6767676767676768,0.0,-0.0,0.0
0.0,0.686868686868687,0.0,-0.0,0.0
0.0,0.696969696969697,-0.0,-0.0,0.0
0.0,0.7070707070707072,-0.0,-0.0,0.0
0.0,0.7171717171717172,0.0,-0.0,0.0
0.0,0.7272727272727273,0.0,-0.0,0.0
0.0,0.7373737373737375,-0.0,-0.0,0.0
0.0,0.7474747474747475,-0.0,-0.0,0.0
0.0,0.7575757575757577,0.0,-0.0,0.0
0.0,0.7676767676767677,0.0,-0.0,0.0
0.0,0.7777777777777778,-0.0,-0.0,0.0
0.0,0.787878787878788,-0.0,-0.0,0.0
0.0,0.797979797979798,0.0,-0.0,0.0
0.0,0.8080808080808082,0.0,-0.0,0.0
0.0,0.8181818181818182,-0.0,-0.0,0.0
0.0,0.8282828282828284,-0.0,-0.0,0.0
0.0,0.8383838383838385,0.0,-0.0,0.0
0.0,0.8484848484848485,0.0,-0.0,0.0
0.0,0.8585858585858587,-0.0,-0.0,0.0
0.0,0.8686868686868687,-0.0,-0.0,0.0
0.0,0.8787878787878789,0.0,-0.0,0.0
0.0,0.888888888888889,0.0,-0.0,0.0
0.0,0.8989898989898991,-0.0,-0.0,0.0
0.0,0.9090909090909092,-0.0,-0.0,0.0
0.0,0.9191919191919192,0.0,-0.0,0.0
0.0,0.9292929292929294,0.0,-0.0,0.0
0.0,0.9393939393939394,-0.0,-0.0,0.0
0.0,0.9494949494949496,-0.0,-0.0,0.0
0.0,0.9595959595959597,-0.0,-0.0,0.0
0.0,0.9696969696969697,-0.0,-0.0,0.0
0.0,0.9797979797979799,0.0,-0.0,0.0
0.0,0.98989898989899,0.0,-0.0,0.0
0.0,1.0,-0.0,-0.0,0.0
0.010101010101010102,0.0,0.0,0.0,0.0
0.010101010101010102,0.010101010101010102,0.008102915537051851,0.00402259358460235,0.004080321952449502
0.010101010101010102,0.020202020202020204,0.015188340169975587,0.008028989604588846,0.007159350565386741
0.010101010101010102,0.030303030303030304,0.021446919344178438,0.012003055717219512,0.009443863626958926
0.010101010101010102,0.04040404040404041,0.027017449215434974,0.015928789760880663,0.011088659454554312
0.010101010101010102,0.05050505050505051,0.032003088323403484,0.01979038419014183,0.012212704133261653
0.010101010101010102,0.06060606060606061,0.036481308184381375,0.02357228972716208,0.012909018457219295
0.010101010101010102,0.07070707070707072,0.040510557145558436,0.02725927797314383,0.013251279172414605
0.010101010101010102,0.08080808080808081,0.04413497343796766,0.030836502727720025,0.013298470710247638
0.010101010101010102,0.09090909090909091,0.047387837584981427,0.034289559769363175,0.013098277815618252
0.010101010101010102,0.10101010101010102,0.05029416200102326,0.03760454485610157,0.012689617144921693
0.010101010101010102,0.11111111111111112,0.05287266639802375,0.040768109712994216,0.012104556685029536
0.010101010101010102,0.12121212121212122,0.055137303686572506,0.04376751578092292,0.011369787905649582
0.010101010101010102,0.13131313131313133,0.057098450160181405,0.04659068551027384,0.010507764649907568
0.010101010101010102,0.14141414141414144,0.058763841057631785,0.049226250992967006,0.009537590064664779
0.010101010101010102,0.15151515151515152,0.060139310653445174,0.051663599737010034,0.00847571091643514
0.010101010101010102,0.16161616161616163,0.061229380784946004,0.05389291739925773,0.007336463385688274
0.010101010101010102,0.17171717171717174,0.06203773084924484,0.055905227304308,0.006132503544936843
0.010101010101010102,0.18181818181818182,0.06256757437299411,0.05769242659040543,0.004875147782588678
0.010101010101010102,0.19191919191919193,0.06282196136969591,0.05924731883680577,0.0035746425328901377
0.010101010101010102,0.20202020202020204,0.06280402126139141,0.06056364304122231,0.0022403782201690994
0.010101010101010102,0.21212121212121213,0.06251715775455864,0.061636098830672253,0.0008810589238863881
0.010101010101010102,0.22222222222222224,0.061965204449683474,0.06246036780420811,0.0004951633545246387
0.010101010101010102,0.23232323232323235,0.06115254793922957,0.06303313092159402,0.0018805829823644454
0.010101010101010102,0.24242424242424243,0.06008422357548426,0.06335208186790947,0.0032678582924252145
0.010101010101010102,0.25252525252525254,0.05876598787319386,0.06341593634026538,0.004649948467071514
0.010101010101010102,0.26262626262626265,0.057204370584301195,0.06322443721923861,0.006020066634937413
0.010101010101010102,0.27272727272727276,0.055406708793845245,0.06277835560420111,0.007371646810355868
0.010101010101010102,0.2828282828282829,0.05338116489885939,0.062079487708374924,0.008698322809515532
0.010101010101010102,0.29292929292929293,0.051136730013652376,0.06113064762611548,0.009993917612463106
0.010101010101010102,0.30303030303030304,0.04868321416516572,0.059935656001546815,0.011252441836381098
0.010101010101010102,0.31313131313131315,0.04603122457093479,0.05849932464417624,0.01246810007324145
0.010101010101010102,0.32323232323232326,0.043192133298060695,0.056827437153435675,0.01363530385537498
0.010101010101010102,0.33333333333333337,0.04017803565216261,0.05492672563016806,0.01474868997800545
0.010101010101010102,0.3434343434343435,0.03700170070885568,0.05280484356883332,0.015803142859977637
0.010101010101010102,0.3535353535353536,0.03367651544831938,0.05047033503958739,0.01679381959126801
0.010101010101010102,0.36363636363636365,0.03021642396317953,0.0479326002843273,0.017716176321147768
0.010101010101010102,0.37373737373737376,0.026635863166460307,0.045201857865234805,0.0185659946987745
0.010101010101010102,0.38383838383838387,0.022949696324387574,0.042289103518233104,0.01933940719384553
0.010101010101010102,0.393939393939394,0.019173145582321204,0.03920606587703902,0.02003292029471782
0.010101010101010102,0.4040404040404041,0.015321724453044343,0.03596515924609476,0.020643434793050416
0.010101010101010102,0.4141414141414142,0.011411171012513974,0.032579433612545346,0.021168262600031372
0.010101010101010102,0.42424242424242425,0.007457382318838882,0.029062522098546296,0.021605139779707416
0.010101010101010102,0.43434343434343436,0.003476350354816642,0.02542858606549245,0.02195223571067581
0.010101010101010102,0.4444444444444445,-0.0005159003913758582,0.021692258091213876,0.022208158482589734
0.010101010101010102,0.4545454545454546,-0.004503373738002869,0.01786858304974933,0.0223719567877522
0.010101010101010102,0.4646464646464647,-0.008470161144426546,0.013972957530948456,0.022443118675375004
0.010101010101010102,0.4747474747474748,-0.012400499753234193,0.01002106784383875,0.022421567597072943
0.010101010101010102,0.48484848484848486,-0.016278829338040042,0.006028826853395412,0.022307656191435453
0.010101010101010102,0.494949494949495,-0.02008984833559135,0.0020123099050502647,0.022102158240641614
0.010101010101010102,0.5050505050505051,-0.023818569097198254,-0.0020123099050502777,0.021806259192147976
0.010101010101010102,0.5151515151515152,-0.027450372436168553,-0.006028826853395424,0.02142154558277313
0.010101010101010102,0.5252525252525253,-0.030971061483362823,-0.01002106784383879,0.02094999363952403
0.010101010101010102,0.5353535353535354,-0.034366914799231714,-0.013972957530948469,0.020393957268283247
0.010101010101010102,0.5454545454545455,-0.03762473863303576,-0.01786858304974934,0.01975615558328642
0.010101010101010102,0.5555555555555556,-0.04073191817186748,-0.021692258091213886,0.01903966008065359
0.010101010101010102,0.5656565656565657,-0.04367646758547984,-0.025428586065492493,0.01824788151998735
0.010101010101010102,0.5757575757575758,-0.046447078648339274,-0.029062522098546307,0.017384556549792967
0.010101010101010102,0.5858585858585859,-0.04903316770735505,-0.03257943361254533,0.01645373409480972
0.010101010101010102,0.595959595959596,-0.05142492076133222,-0.035965159246094794,0.015459761515237425
0.010101010101010102,0.6060606060606061,-0.05361333642493932,-0.03920606587703904,0.01440727054790028
0.010101010101010102,0.6161616161616162,-0.05559026656433428,-0.04228910351823311,0.01330116304610117
0.010101010101010102,0.6262626262626263,-0.057348454412062114,-0.04520185786523482,0.012146596546827294
0.010101010101010102,0.6363636363636365,-0.058881569994088064,-0.04793260028432733,0.010948969709760732
0.010101010101010102,0.6464646464646465,-0.06018424273075189,-0.050470335039587394,0.009713907691164494
0.010101010101010102,0.6565656565656566,-0.061252091105163955,-0.052804843568833325,0.00844724753633063
0.010101010101010102,0.6666666666666667,-0.06208174932651482,-0.05492672563016808,0.007155023696346741
0.010101010101010102,0.6767676767676768,-0.06267089095158397,-0.05682743715343568,0.005843453798148289
0.010101010101010102,0.686868686868687,-0.0630182494652948,-0.05849932464417626,0.004518924821118542
0.010101010101010102,0.696969696969697,-0.06312363586055841,-0.05993565600154681,0.0031879798590116054
0.010101010101010102,0.7070707070707072,-0.06298795329918397,-0.06113064762611548,0.0018573056730684864
0.010101010101010102,0.7171717171717172,-0.06261320897979063,-0.06207948770837493,0.0005337212714156964
0.010101010101010102,0.7272727272727273,-0.06200252338613897,-0.06277835560420111,0.0007758322180621419
0.010101010101010102,0.7373737373737375,-0.06116013714103204,-0.06322443721923861,0.0020643000782065712
0.010101010101010102,0.7474747474747475,-0.060091415748108716,-0.06341593634026538,0.0033245205921566615
0.010101010101010102,0.7575757575757577,-0.05880285256799766,-0.06335208186790947,0.0045492292999118125
0.010101010101010102,0.7676767676767677,-0.05730207044837404,-0.06303313092159402,0.005731060473219973
0.010101010101010102,0.7777777777777778,-0.05559782251199893,-0.06246036780420811,0.006862545292209185
0.010101010101010102,0.787878787878788,-0.05369999270612596,-0.061636098830672253,0.007936106124546295
0.010101010101010102,0.797979797979798,-0.051619596835097994,-0.060563643041222304,0.00894404620612431
0.010101010101010102,0.8080808080808082,-0.04936878494137016,-0.05924731883680576,0.009878533895435596
0.010101010101010102,0.8181818181818182,-0.0469608460765147,-0.057692426590405424,0.010731580513890726
0.010101010101010102,0.8282828282828284,-0.044410216723903856,-0.05590522730430799,0.011495010580404134
0.010101010101010102,0.8383838383838385,-0.041732494414008364,-0.05389291739925773,0.012160422985249365
0.010101010101010102,0.8484848484848485,-0.03894445843333175,-0.05166359973701004,0.012719141303678294
0.010101010101010102,0.8585858585858587,-0.03606410000046213,-0.049226250992966986,0.013162150992504854
0.010101010101010102,0.8686868686868687,-0.03311066491425453,-0.04659068551027383,0.013480020596019299
0.010101010101010102,0.8787878787878789,-0.030104712540515072,-0.04376751578092289,0.013662803240407816
0.010101010101010102,0.888888888888889,-0.027068196204767456,-0.04076810971299419,0.013699913508226733
0.010101010101010102,0.8989898989898991,-0.02402457177590894,-0.03760454485610155,0.013579973080192608
0.010101010101010102,0.9090909090909092,-0.020998943750413796,-0.03428955976936317,0.013290616018949371
0.010101010101010102,0.9191919191919192,-0.018018261980678626,-0.030836502727720032,0.012818240747041406
0.010101010101010102,0.9292929292929294,-0.015111588235297107,-0.027259277973143797,0.01214768973784669
0.010101010101010102,0.9393939393939394,-0.012310461738046126,-0.023572289727162063,0.011261827989115937
0.010101010101010102,0.9494949494949496,-0.00964941012833677,-0.019790384190141775,0.010140974061805004
0.010101010101010102,0.9595959595959597,-0.0071666842812250775,-0.015928789760880673,0.008762105479655596
0.010101010101010102,0.9696969696969697,-0.004905359259811493,-0.012003055717219541,0.007097696457408048
0.010101010101010102,0.9797979797979799,-0.002915082896006337,-0.008028989604588832,0.005113906708582495
0.010101010101010102,0.98989898989899,-0.0012550894885774461,-0.0040225935846023506,0.0027675040960249047
0.010101010101010102,1.0,-1.5534380039358123e-17,-1.5534380039358123e-17,0.0
0.020202020202020204,0.0,0.0,0.0,0.0
0.020202020202020204,0.010101010101010102,0.01648656058650785,0.008028989604588846,0.008457570981919004
0.020202020202020204,0.020202020202020204,0.03088453250982013,0.016025649301821862,0.014858883207998268
0.020202020202020204,0.030303030303030304,0.043574816770454744,0.023957779365469504,0.01961703740498524
0.020202020202020204,0.04040404040404041,0.05484083276927185,0.031793439907361346,0.0230473928619105
0.020202020202020204,0.05050505050505051,0.06489572175684902,0.03950107948804274,0.025394642268806278
0.020202020202020204,0.06060606060606061,0.07390078094079888,0.047049662163285655,0.026851118777513228
0.020202020202020204,0.07070707070707072,0.08197843558618752,0.054408792454882116,0.027569643131305402
0.020202020202020204,0.08080808080808081,0.08922165356654868,0.06154883774250701,0.02767281582404167
0.020202020202020204,0.09090909090909091,0.09570094118669231,0.06844104758382158,0.027259893602870733
0.020202020202020204,0.10101010101010102,0.1014696353431357,0.0750576694823574,0.026411965860778305
0.020202020202020204,0.11111111111111112,0.1065679620481839,0.0813720606370245,0.025195901411159405
0.020202020202020204,0.12121212121212122,0.1110261823912076,0.08735879522326805,0.02366738716793955
0.020202020202020204,0.13131313131313133,0.11486705214092548,0.09299376677388993,0.021873285367035547
0.020202020202020204,0.14141414141414144,0.11810775828806186,0.09825428524728388,0.019853473040777975
0.020202020202020204,0.15151515151515152,0.12076145269809822,0.10311916839222474,0.017642284305873487
0.020202020202020204,0.16161616161616163,0.12283847264635911,0.10756882704131804,0.015269645605041071
0.020202020202020204,0.17171717171717174,0.12434731609049457,0.11158534398966317,0.012761972100831395
0.020202020202020204,0.18181818181818182,0.1252954234288694,0.11515254614111377,0.010142877287755633
0.020202020202020204,0.19191919191919193,0.12568980546380615,0.11825606963162773,0.00743373583217842
0.020202020202020204,0.20202020202020204,0.1255375481784503,0.12088341766747805,0.004654130510972257
0.020202020202020204,0.21212121212121213,0.12484621795509841,0.12302401084543041,0.0018222071096680031
0.020202020202020204,0.22222222222222224,0.12362418546311915,0.12466922975226628,0.0010450442891471318
0.020202020202020204,0.23232323232323235,0.12188088224207519,0.12581244967211758,0.0039315674300423875
0.020202020202020204,0.24242424242424243,0.11962700072971197,0.1264490672618594,0.006822066532147425
0.020202020202020204,0.25252525252525254,0.11687464594377917,0.12657651908714806,0.0097018731433689
0.020202020202020204,0.26262626262626265,0.1136374450848719,0.1261942919444665,0.012556846859594586
0.020202020202020204,0.27272727272727276,0.10993061988520463,0.12530392492761352,0.0153733050424089
0.020202020202020204,0.2828282828282829,0.10577102550891587,0.12390900323031658,0.018137977721400703
0.020202020202020204,0.29292929292929293,0.10117715914846605,0.12201514370992175,0.020837984561455705
0.020202020202020204,0.30303030303030304,0.09616914109786864,0.1196299722702917,0.023460831172423063
0.020202020202020204,0.31313131313131315,0.09076867095405866,0.1167630931549825,0.025994422200923836
0.020202020202020204,0.32323232323232326,0.0849989616357366,0.11342605027434431,0.02842708863860771
0.020202020202020204,0.33333333333333337,0.07888465404436903,0.109632280722269,0.03074762667789996
0.020202020202020204,0.3434343434343435,0.07245171535491049,0.10539706066975545,0.03294534531484496
0.020202020202020204,0.3535353535353536,0.0657273240504761,0.10073744385316061,0.03501011980268451
0.020202020202020204,0.36363636363636365,0.058739744854229864,0.0956721929048222,0.03693244805059234
0.020202020202020204,0.37373737373737376,0.051518196629586094,0.09022170380256038,0.038703507172974286
0.020202020202020204,0.38383838383838387,0.044092716104063005,0.08440792374227386,0.04031520763821086
0.020202020202020204,0.393939393939394,0.0364940199317408,0.07825426276432786,0.04176024283258706
0.020202020202020204,0.4040404040404041,0.028753367171548215,0.07178549948958433,0.04303213231803612
0.020202020202020204,0.4141414141414142,0.020902423763387412,0.06502768134464106,0.044125257581253644
0.020202020202020204,0.42424242424242425,0.012973130076659387,0.05800801967803782,0.045034889601378435
0.020202020202020204,0.43434343434343436,0.004997572129492646,0.050754780189760165,0.04575720806026752
0.020202020202020204,0.4444444444444445,-0.0029921433324327546,0.04329716911524176,0.046289312447674515
0.020202020202020204,0.4545454545454546,-0.010964010027054102,0.03566521562216236,0.04662922564921647
0.020202020202020204,0.4646464646464647,-0.01888623994310847,0.027889650893588077,0.046775890836696546
0.020202020202020204,0.4747474747474748,-0.026727378224784326,0.020001784384343812,0.04672916260912814
0.020202020202020204,0.48484848484848486,-0.03445641562056815,0.01203337774888907,0.046489793369457216
0.020202020202020204,0.494949494949495,-0.04204289893550113,0.004016516948345134,0.046059415883846266
0.020202020202020204,0.5050505050505051,-0.04945703982634148,-0.00401651694834516,0.045440522877996326
0.020202020202020204,0.5151515151515152,-0.056669822148000995,-0.012033377748889096,0.0446364443991119
0.020202020202020204,0.5252525252525253,-0.06365310791588866,-0.020001784384343895,0.04365132353154476
0.020202020202020204,0.5353535353535354,-0.07037974180784937,-0.0278896508935881,0.042490090914261265
0.020202020202020204,0.5454545454545455,-0.07682365400261759,-0.035665215622162384,0.04115843838045521
0.020202020202020204,0.5555555555555556,-0.08295996104650216,-0.04329716911524178,0.039662791931260384
0.020202020202020204,0.5656565656565657,-0.08876506436020956,-0.05075478018976025,0.03801028417044931
0.020202020202020204,0.5757575757575758,-0.09421674594426621,-0.05800801967803784,0.03620872626622837
0.020202020202020204,0.5858585858585859,-0.09929426081328487,-0.06502768134464103,0.03426657946864384
0.020202020202020204,0.595959595959596,-0.10397842568384896,-0.07178549948958442,0.032192926194264546
0.020202020202020204,0.6060606060606061,-0.10825170345485327,-0.07825426276432788,0.029997440690525387
0.020202020202020204,0.6161616161616162,-0.11209828304931001,-0.08440792374227388,0.02769035930703613
0.020202020202020204,0.6262626262626263,-0.11550415422962047,-0.09022170380256041,0.025282450427060066
0.020202020202020204,0.6363636363636365,-0.11845717705121248,-0.09567219290482226,0.022784984146390214
0.020202020202020204,0.6464646464646465,-0.12094714567985108,-0.10073744385316062,0.020209701826690463
0.020202020202020204,0.6565656565656566,-0.12296584636400121,-0.10539706066975546,0.017568785694245748
0.020202020202020204,0.6666666666666667,-0.12450710942408166,-0.10963228072226903,0.014874828701812629
0.020202020202020204,0.6767676767676768,-0.12556685519455346,-0.11342605027434433,0.012140804920209136
0.020202020202020204,0.686868686868687,-0.12614313393228255,-0.11676309315498254,0.009380040777300008
0.020202020202020204,0.696969696969697,-0.12623615978569952,-0.11962997227029169,0.006606187515407827
0.020202020202020204,0.7070707070707072,-0.12584833900457082,-0.12201514370992175,0.0038331952946490666
0.020202020202020204,0.7171717171717172,-0.12498429266070846,-0.12390900323031659,0.001075289430391868
0.020202020202020204,0.7272727272727273,-0.12365087424712481,-0.12530392492761352,0.0016530506804887102
0.020202020202020204,0.7373737373737375,-0.12185718262887218,-0.1261942919444665,0.004337109315594306
0.020202020202020204,0.7474747474747475,-0.11961457093553653,-0.12657651908714806,0.006961948151611538
0.020202020202020204,0.7575757575757577,-0.11693665211617538,-0.1264490672618594,0.009512415145684017
0.020202020202020204,0.7676767676767677,-0.11383930202636071,-0.12581244967211758,0.011973147645756868
0.020202020202020204,0.7777777777777778,-0.11034066108899357,-0.12466922975226628,0.014328568663272714
0.020202020202020204,0.787878787878788,-0.10646113577230311,-0.12302401084543041,0.0165628750731273
0.020202020202020204,0.797979797979798,-0.10222340136860726,-0.12088341766747804,0.018660016298870777
0.020202020202020204,0.8080808080808082,-0.09765240784754348,-0.1182560696316277,0.020603661784084223
0.020202020202020204,0.8181818181818182,-0.09277539091314416,-0.11515254614111375,0.022377155227969597
0.020202020202020204,0.8282828282828284,-0.08762189083663038,-0.11158534398966316,0.023963453153032777
0.020202020202020204,0.8383838383838385,-0.08222378219567711,-0.10756882704131804,0.02534504484564093
0.020202020202020204,0.8484848484848485,-0.0766153183678436,-0.10311916839222475,0.026503850024381145
0.020202020202020204,0.8585858585858587,-0.07083319556064825,-0.09825428524728384,0.02742108968663559
0.020202020202020204,0.8686868686868687,-0.064916642400808,-0.09299376677388992,0.02807712437308192
0.020202020202020204,0.8787878787878789,-0.058907542780869245,-0.08735879522326796,0.028451252442398718
0.020202020202020204,0.888888888888889,-0.05285060197187248,-0.08137206063702444,0.02852145866515196
0.020202020202020204,0.8989898989898991,-0.04679356926720406,-0.07505766948235736,0.0282641002151533
0.020202020202020204,0.9090909090909092,-0.04078753512603821,-0.06844104758382157,0.027653512457783358
0.020202020202020204,0.9191919191919192,-0.0348873277640418,-0.06154883774250702,0.026661509978465225
0.020202020202020204,0.9292929292929294,-0.029152044813077416,-0.054408792454882046,0.02525674764180463
0.020202020202020204,0.9393939393939394,-0.023645772552259317,-0.04704966216328562,0.023403889611026303
0.020202020202020204,0.9494949494949496,-0.018438572903323302,-0.03950107948804263,0.021062506584719327
0.020202020202020204,0.9595959595959597,-0.013607865593416,-0.031793439907361366,0.018185574313945366
0.020202020202020204,0.9696969696969697,-0.009240416464897665,-0.02395777936546956,0.014717362900571894
0.020202020202020204,0.9797979797979799,-0.0054352953500724725,-0.016025649301821834,0.010590353951749362
0.020202020202020204,0.98989898989899,-0.0023084467237891137,-0.008028989604588848,0.005720542880799734
0.020202020202020204,1.0,-3.100620861306039e-17,-3.100620861306039e-17,0.0
0.030303030303030304,0.0,0.0,0.0,0.0
0.030303030303030304,0.010101010101010102,0.025063954787517936,0.012003055717219512,0.013060899070298424
0.030303030303030304,0.020202020202020204,0.04693619989019987,0.023957779365469504,0.022978420524730366
0.030303030303030304,0.030303030303030304,0.06618325758241957,0.03581603349196369,0.030367224090455877
0.030303030303030304,0.04040404040404041,0.08323414396888038,0.04753006909263159,0.035704074876248784
0.030303030303030304,0.05050505050505051,0.09841528275265651,0.059052717880505166,0.03936256487215135
0.030303030303030304,0.06060606060606061,0.11197578820557846,0.07033758221576276,0.0416382059898157
0.030303030303030304,0.07070707070707072,0.12410602123794814,0.08133922193264885,0.042766799305299294
0.030303030303030304,0.08080808080808081,0.13495141673570077,0.09201333731098367,0.0429380794247171
0.030303030303030304,0.09090909090909091,0.14462293285207328,0.10231694745550121,0.04230598539657207
0.030303030303030304,0.10101010101010102,0.15320504336842167,0.11220856336474452,0.040996480003677144
0.030303030303030304,0.11111111111111112,0.16076191295428005,0.12164835499263123,0.03911355796164882
0.030303030303030304,0.12121212121212122,0.16734220891428417,0.13059831162999147,0.0367438972842927
0.030303030303030304,0.13131313131313133,0.17298287718678354,0.13902239496027807,0.03396048222650547
0.030303030303030304,0.14141414141414144,0.17771212343885986,0.14688668417314768,0.030825439265712185
0.030303030303030304,0.15151515151515152,0.18155177875735634,0.15415951255159185,0.027392266205764487
0.030303030303030304,0.16161616161616163,0.1845191852910501,0.16081159498263015,0.023707590308419957
0.030303030303030304,0.17171717171717174,0.18662870487929734,0.1668161458781238,0.01981255900117354
0.030303030303030304,0.18181818181818182,0.18789292967488336,0.17214898703088546,0.015743942643997894
0.030303030303030304,0.19191919191919193,0.18832365566008927,0.176788644971786,0.01153501068830326
0.030303030303030304,0.20202020202020204,0.1879326661390971,0.18071643743583585,0.007216228703261246
0.030303030303030304,0.21212121212121213,0.18673236163524717,0.18391654858907205,0.0028158130461751196
0.030303030303030304,0.22222222222222224,0.18473626433223783,0.18637609271333988,0.0016398283811020486
0.030303030303030304,0.23232323232323235,0.18195941871092208,0.18808516609253165,0.006125747381609564
0.030303030303030304,0.24242424242424243,0.17841870494914083,0.18903688689135617,0.010618181942215338
0.030303030303030304,0.25252525252525254,0.1741330776892548,0.1892274228660605,0.015094345176805718
0.030303030303030304,0.26262626262626265,0.16912373973719086,0.188656006795523,0.019532267058332137
0.030303030303030304,0.27272727272727276,0.16341425799395223,0.18732493957058194,0.023910681576629705
0.030303030303030304,0.2828282828282829,0.15703062732573408,0.18523958092916032,0.028208953603426234
0.030303030303030304,0.29292929292929293,0.1500012870586649,0.18240832787449282,0.03240704081582793
0.030303030303030304,0.30303030303030304,0.1423570942482651,0.17884258086335741,0.03648548661509232
0.030303030303030304,0.31313131313131315,0.1341312577251714,0.17455669790045977,0.040425440175288374
0.030303030303030304,0.32323232323232326,0.12535923705019614,0.16956793672381582,0.04420869967361968
0.030303030303030304,0.33333333333333337,0.11607861080697905,0.16389638531393166,0.04781777450695261
0.030303030303030304,0.3434343434343435,0.10632891900040449,0.15756488100659627,0.05123596200619178
0.030303030303030304,0.3535353535353536,0.0961514846026101,0.15059891853499024,0.05444743393238015
0.030303030303030304,0.36363636363636365,0.08558921940477247,0.14302654737139373,0.05743732796662125
0.030303030303030304,0.37373737373737376,0.07468641923163694,0.13487825878186122,0.06019183955022428
0.030303030303030304,0.38383838383838387,0.06348855323420075,0.1261868630486552,0.06269830981445446
0.030303030303030304,0.393939393939394,0.05204205140977344,0.11698735735481916,0.06494530594504572
0.030303030303030304,0.4040404040404041,0.04039409375672257,0.10731678486287409,0.06692269110615151
0.030303030303030304,0.4141414141414142,0.028592403625248217,0.09721408555507682,0.0686216819298286
0.030303030303030304,0.42424242424242425,0.01668504695675656,0.08671993943585497,0.07003489247909842
0.030303030303030304,0.43434343434343436,0.004720238290376819,0.07587660272778712,0.0711563644374103
0.030303030303030304,0.4444444444444445,-0.007253846281045975,0.0647277377207086,0.07198158400175457
0.030303030303030304,0.4545454545454546,-0.019189249559714988,0.053318236959080556,0.07250748651879554
0.030303030303030304,0.4646464646464647,-0.031038407809181365,0.04169404247555771,0.07273245028473907
0.030303030303030304,0.4747474747474748,-0.04275432033477952,0.029901960798638286,0.07265628113341781
0.030303030303030304,0.48484848484848486,-0.05429071500425291,0.017989474479293648,0.07228018948354656
0.030303030303030304,0.494949494949495,-0.06560221054113824,0.006004550895493646,0.07160676143663189
